Genomes	strain	ST	ID	length	replicon	K_locus	K_type	K_locus_confidence	AGly_acquired	Col_acquired	Fcyn_acquired	Flq_acquired	Gly_acquired	MLS_acquired	Phe_acquired	Rif_acquired	Sul_acquired	Tet_acquired	Tgc_acquired	Tmt_acquired	Bla_acquired	Bla_inhR_acquired	Bla_ESBL_acquired	Bla_ESBL_inhR_acquired	Bla_Carb_acquired	iucA	iucB	iucC	iucD	iutA	iroB	iroC	iroD	iroN	rmpA	rmpD	rmpC	rmpA2
26	GCA_000695935.1_ASM69593v1_genomic	ST34	CP007735.1	89770	IncR	KL37	K37	Good	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
26	GCA_000695935.1_ASM69593v1_genomic	ST34	CP007736.1	113440	IncFIA(HI1),IncFII	KL37	K37	Good	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
27	GCA_000714675.1_ASM71467v1_genomic	ST258	CP008798.1	85473	IncR	KL106	unknown (KL106)	Good	aac(3)-IV;aac(6')-Ib'.v1;aadA2^;aph(4)-Ia	-	-	-	-	mphA	-	-	sul1;sul3	-	-	dfrA12	TEM-1D.v1^	-	-	-	KPC-2	-	-	-	-	-	-	-	-	-	-	-	-	-
27	GCA_000714675.1_ASM71467v1_genomic	ST258	CP008799.1	58050	ColRNAI,IncX3	KL106	unknown (KL106)	Good	aac(6')-Ib'.v1	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
27	GCA_000714675.1_ASM71467v1_genomic	ST258	CP008800.1	194877	IncFIB(K),IncFII	KL106	unknown (KL106)	Good	aadA2;aadA^	-	-	-	-	-	cmlA1*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
28	GCA_000281535.2_ASM28153v2_genomic	ST258	CP008828.1	15096	ColRNAI	KL107	unknown (KL107)	Very high	aac(6')-Ib'.v1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
28	GCA_000281535.2_ASM28153v2_genomic	ST258	CP008829.1	243824	IncFIB(K),IncFII	KL107	unknown (KL107)	Very high	aadA2^;aph3-Ia.v1^	-	-	-	-	mphA	catA1^	-	sul1	-	-	dfrA12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
28	GCA_000281535.2_ASM28153v2_genomic	ST258	CP008830.1	113639	IncFIB(pQil),IncFII	KL107	unknown (KL107)	Very high	-	-	-	-	-	-	-	-	-	-	-	-	TEM-1D.v1^	-	-	-	KPC-3	-	-	-	-	-	-	-	-	-	-	-	-	-
29	GCA_000717515.1_ASM71751v1_genomic	ST258	CP008832.1	13841	ColRNAI	KL106	unknown (KL106)	Good	aac(6')-Ib'.v1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
29	GCA_000717515.1_ASM71751v1_genomic	ST258	CP008833.1	113639	IncFIB(pQil),IncFII	KL106	unknown (KL106)	Good	-	-	-	-	-	-	-	-	-	-	-	-	TEM-1D.v1^	-	-	-	KPC-2	-	-	-	-	-	-	-	-	-	-	-	-	-
30	GCA_000764615.1_ASM76461v1_genomic	ST15	CP008930.1	187571	IncFIB(K),IncFII	unknown (KL112)	unknown (KL112)	None	-	-	-	-	-	-	-	-	-	tet(D)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
30	GCA_000764615.1_ASM76461v1_genomic	ST15	CP008931.1	111693	IncFIB(pKPHS1)	unknown (KL112)	unknown (KL112)	None	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
30	GCA_000764615.1_ASM76461v1_genomic	ST15	CP008932.1	69947	-	unknown (KL112)	unknown (KL112)	None	strA.v1;strB.v1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
30	GCA_000764615.1_ASM76461v1_genomic	ST15	CP008933.1	304526	IncFIB(Mar),IncHI1B	unknown (KL112)	unknown (KL112)	None	aac(6')-Ib-cr.v2;aadA2^;armA	-	-	qnrB1.v2^	-	mphE.v2;msrE	CatB4.v1;catA1^	-	sul1	-	-	dfrA12	OXA-1	-	CTX-M-15	-	NDM-1;NDM-1;NDM-1	-	-	-	-	-	-	-	-	-	-	-	-	-
31	GCA_000739495.1_ASM73949v1_genomic	ST395	CP009115.1	118061	IncFIB(pQil),IncFII	KL108	unknown (KL108)	Perfect	aac(6')-Ib'.v1;aadA*;aph(3')-VI	-	-	qnrS1	-	-	-	-	-	-	-	-	OXA-9.v1;TEM-1D.v1^	-	CTX-M-15	-	NDM-1	-	-	-	-	-	-	-	-	-	-	-	-	-
31	GCA_000739495.1_ASM73949v1_genomic	ST395	CP009116.1	94760	IncFIA(HI1),IncR	KL108	unknown (KL108)	Perfect	aac(6')-Ib-cr.v2;aadA16*;strA.v1*;strB.v1*	-	-	qnrB6^	-	-	catII.2*	arr-3	sul1;sul1;sul2	tet(D)	-	dfrA27	TEM-1D.v1^	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
32	GCA_000775375.1_ASM77537v1_genomic	ST258	CP009772.1	9294	ColRNAI	KL107	unknown (KL107)	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
32	GCA_000775375.1_ASM77537v1_genomic	ST258	CP009773.1	75618	FIA(pBK30683)	KL107	unknown (KL107)	Very high	aac(6')-Ib'.v2^;aadA*;strA.v1^;strB.v1	-	-	-	-	-	-	-	sul2	-	-	dfrA14.v1^	OXA-9.v1;TEM-1D.v1^	-	-	-	KPC-3	-	-	-	-	-	-	-	-	-	-	-	-	-
32	GCA_000775375.1_ASM77537v1_genomic	ST258	CP009774.1	36109	-	KL107	unknown (KL107)	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
33	GCA_000775395.1_ASM77539v1_genomic	ST258	CP009776.1	115320	FIA(pBK30683),IncX3	KL107	unknown (KL107)	Very high	aac(6')-Ib'.v2^;aadA*;strA.v1^;strB.v1	-	-	-	-	-	-	-	sul2	-	-	dfrA14.v1^	OXA-9.v1;TEM-1D.v1^	-	SHV-12	-	KPC-3	-	-	-	-	-	-	-	-	-	-	-	-	-
33	GCA_000775395.1_ASM77539v1_genomic	ST258	CP009777.1	212192	IncFIB(K),IncFII	KL107	unknown (KL107)	Very high	aadA2^;aph3-Ia.v1^	-	-	-	-	mphA	catA1^	-	sul1	-	-	dfrA12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
33	GCA_000775395.1_ASM77539v1_genomic	ST258	CP009778.1	15271	ColRNAI	KL107	unknown (KL107)	Very high	aac(6')-Ib'.v1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34	GCA_000784945.1_ASM78494v1_genomic	ST1518	CP009864.1	62589	IncN	KL64	K64	Very high	aac(6')-Ib'.v2^;aadA*	-	-	-	-	-	-	-	-	-	-	dfrA14.v1^	OXA-9.v1	-	-	-	KPC-3	-	-	-	-	-	-	-	-	-	-	-	-	-
34	GCA_000784945.1_ASM78494v1_genomic	ST1518	CP009865.1	159360	IncFIB(K),IncHI1B	KL64	K64	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
35	GCA_000784985.1_ASM78498v1_genomic	ST258	CP009873.1	13841	ColRNAI	KL106	unknown (KL106)	Good	aac(6')-Ib'.v1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
35	GCA_000784985.1_ASM78498v1_genomic	ST258	CP009874.1	50051	IncN	KL106	unknown (KL106)	Good	aadA*	-	-	-	-	-	-	-	sul1	-	-	dfrA1.v1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
35	GCA_000784985.1_ASM78498v1_genomic	ST258	CP009875.1	113639	IncFIB(pQil),IncFII	KL106	unknown (KL106)	Good	-	-	-	-	-	-	-	-	-	-	-	-	TEM-1D.v1^	-	-	-	KPC-2	-	-	-	-	-	-	-	-	-	-	-	-	-
36	GCA_000785005.1_ASM78500v1_genomic	ST392	CP009877.1	15100	ColRNAI	KL27	K27	Very high	aac(6')-Ib'.v1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
36	GCA_000785005.1_ASM78500v1_genomic	ST392	CP009878.1	51622	-	KL27	K27	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
36	GCA_000785005.1_ASM78500v1_genomic	ST392	CP009879.1	178563	IncFIB(K),IncFII	KL27	K27	Very high	aac(6')-Ib-cr.v2	-	-	qnrB1.v2^	-	-	-	-	-	tet(A).v1	-	dfrA14.v1^	OXA-1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
37	GCA_000814305.1_ASM81430v1_genomic	ST258	CP010393.1	207543	IncFIB(K),IncFII	KL63	K63	Very high	aadA2^;aph3-Ia.v1^	-	-	-	-	mphA	catA1^	-	sul1	-	-	dfrA12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
37	GCA_000814305.1_ASM81430v1_genomic	ST258	CP010394.1	13841	ColRNAI	KL63	K63	Very high	aac(6')-Ib'.v1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
37	GCA_000814305.1_ASM81430v1_genomic	ST258	CP010395.1	43380	IncX3	KL63	K63	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
37	GCA_000814305.1_ASM81430v1_genomic	ST258	CP010396.1	71572	IncR	KL63	K63	Very high	aac(3)-IV;aac(6')-Ib'.v1;aadA2;aadA^;aph(4)-Ia	-	-	-	-	-	cmlA1*	-	-	-	-	-	TEM-1D.v1^	-	-	-	KPC-2	-	-	-	-	-	-	-	-	-	-	-	-	-
38	GCA_001022035.1_ASM102203v1_genomic	ST11	CP011575.1	43621	repA	KL125	unknown (KL125)	High	-	-	-	-	-	-	-	-	-	-	-	-	TEM-1D.v1^	-	-	-	KPC-3	-	-	-	-	-	-	-	-	-	-	-	-	-
38	GCA_001022035.1_ASM102203v1_genomic	ST11	CP011576.1	49832	IncR	KL125	unknown (KL125)	High	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2	-	-	-	-	-	CatB4.v1;catII.2*	-	-	-	-	-	OXA-1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
38	GCA_001022035.1_ASM102203v1_genomic	ST11	CP011577.1	130719	IncFIB(K),IncFII	KL125	unknown (KL125)	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
39	GCA_001022175.1_ASM102217v1_genomic	ST941	CP011619.1	3741	-	KL25	K25	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
39	GCA_001022175.1_ASM102217v1_genomic	ST941	CP011620.1	39554	repA	KL25	K25	High	-	-	-	-	-	-	-	-	-	-	-	-	TEM-1D.v1^	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
39	GCA_001022175.1_ASM102217v1_genomic	ST941	CP011621.1	77808	IncFII(Yp)	KL25	K25	High	aac(6')-Ib'.v2^;aadA*	-	-	-	-	-	-	-	-	-	-	-	OXA-9.v1;TEM-1D.v1^	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
39	GCA_001022175.1_ASM102217v1_genomic	ST941	CP011622.1	176497	IncA/C2	KL25	K25	High	aac(6')-Ib'.v2^;aadA*;ant(2'')-Ia	-	-	qnrA1	-	-	-	-	sul1;sul1	-	-	-	OXA-9.v1;TEM-1D.v1^	-	SHV-7^	-	KPC-2	-	-	-	-	-	-	-	-	-	-	-	-	-
39	GCA_001022175.1_ASM102217v1_genomic	ST941	CP011623.1	250396	IncFIB(K),IncFII	KL25	K25	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
40	GCA_001022235.1_ASM102223v1_genomic	ST258	CP011643.1	2927	ColRNAI	KL107	unknown (KL107)	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
40	GCA_001022235.1_ASM102223v1_genomic	ST258	CP011644.1	40939	IncR	KL107	unknown (KL107)	Very high	aac(3)-IV;aadA2;aadA^;aph(4)-Ia	-	-	-	-	-	cmlA1*	-	sul3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
40	GCA_001022235.1_ASM102223v1_genomic	ST258	CP011645.1	77801	IncI2	KL107	unknown (KL107)	Very high	aac(6')-Ib'.v2^;aadA*	-	-	-	-	-	-	-	-	-	-	-	OXA-9.v1;TEM-1D.v1^	-	-	-	KPC-3	-	-	-	-	-	-	-	-	-	-	-	-	-
40	GCA_001022235.1_ASM102223v1_genomic	ST258	CP011646.1	96702	IncN3	KL107	unknown (KL107)	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-12	-	KPC-3	-	-	-	-	-	-	-	-	-	-	-	-	-
41	GCA_001855315.1_ASM185531v1_genomic	ST147	CP011839.1	90103	IncR	KL64	K64	Perfect	aac(6')-Ib;rmtF*	-	-	qnrB1.v1;qnrS1;qnrS1	-	-	-	-	sul1	tet(A).v1	-	dfrA1.v1;dfrA1.v1	TEM-1D.v1^	-	CTX-M-15	-	NDM-1	-	-	-	-	-	-	-	-	-	-	-	-	-
42	GCA_000417225.2_ASM41722v2_genomic	ST258	CP011977.1	218836	IncFIB(K),IncFII,IncR	KL107	unknown (KL107)	Very high	aadA2^;aph3-Ia.v1^	-	-	-	-	mphA	-	-	sul1	-	-	dfrA12	-	-	SHV-12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
42	GCA_000417225.2_ASM41722v2_genomic	ST258	CP011978.1	77775	IncI2	KL107	unknown (KL107)	Very high	aac(6')-Ib'.v2^;aadA*	-	-	-	-	-	-	-	-	-	-	-	OXA-9.v1;TEM-1D.v1^	-	-	-	KPC-3	-	-	-	-	-	-	-	-	-	-	-	-	-
42	GCA_000417225.2_ASM41722v2_genomic	ST258	CP011979.1	20222	ColRNAI	KL107	unknown (KL107)	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
43	GCA_000406765.2_ASM40676v2_genomic	ST258	CP011981.1	130552	IncFIB(pQil),IncFII	unknown (KL106)	unknown (KL106)	Low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KPC-2	-	-	-	-	-	-	-	-	-	-	-	-	-
43	GCA_000406765.2_ASM40676v2_genomic	ST258	CP011982.1	51662	ColRNAI,ColRNAI,ColRNAI	unknown (KL106)	unknown (KL106)	Low	aac(6')-Ib'.v2^	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
43	GCA_000406765.2_ASM40676v2_genomic	ST258	CP011983.1	43380	IncX3	unknown (KL106)	unknown (KL106)	Low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
43	GCA_000406765.2_ASM40676v2_genomic	ST258	CP011984.1	13838	ColRNAI	unknown (KL106)	unknown (KL106)	Low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
44	GCA_000417265.2_ASM41726v2_genomic	ST258	CP011986.1	113639	IncFIB(pQil),IncFII	KL106	unknown (KL106)	Good	-	-	-	-	-	-	-	-	-	-	-	-	TEM-1D.v1^	-	-	-	KPC-2	-	-	-	-	-	-	-	-	-	-	-	-	-
44	GCA_000417265.2_ASM41726v2_genomic	ST258	CP011987.1	74026	IncX3	KL106	unknown (KL106)	Good	aac(6')-Ib'.v1	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
44	GCA_000417265.2_ASM41726v2_genomic	ST258	CP011988.1	13841	ColRNAI	KL106	unknown (KL106)	Good	aac(6')-Ib'.v1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
44	GCA_001855315.1_ASM185531v1_genomic	ST147	CP012427.1	126466	IncFIB(pKPHS1)	KL64	K64	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
44	GCA_001855315.1_ASM185531v1_genomic	ST147	CP012428.1	54744	IncFIB(pECLA)	KL64	K64	Perfect	armA	-	-	-	-	mphE.v2;msrE	-	-	-	-	-	dfrA14.v1^;dfrA14.v2*	FONA-5*;FONA-5*	-	SFO-1.v1;SFO-1.v1*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
44	GCA_001855315.1_ASM185531v1_genomic	ST147	CP012429.1	46883	-	KL64	K64	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
45	GCA_001741665.1_ASM174166v1_genomic	ST16	CP012562.1	6141	ColKP3	KL51	K51	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-232	-	-	-	-	-	-	-	-	-	-	-	-	-
45	GCA_001741665.1_ASM174166v1_genomic	ST16	CP012563.1	36889	IncX3	KL51	K51	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
45	GCA_001741665.1_ASM174166v1_genomic	ST16	CP012564.1	88800	IncFII(pKPX1)	KL51	K51	High	aac(6')-Ib;rmtF	-	-	-	-	-	-	arr-2	-	-	-	-	-	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
45	GCA_001741665.1_ASM174166v1_genomic	ST16	CP012565.1	112059	IncFIB(pKPHS1)	KL51	K51	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
45	GCA_001741665.1_ASM174166v1_genomic	ST16	CP012566.1	127690	IncFII,IncR	KL51	K51	High	-	-	-	-	-	-	-	arr-3	sul1	-	-	dfrA1.v1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
45	GCA_001741665.1_ASM174166v1_genomic	ST16	CP012567.1	196706	IncFIB(K),IncFII	KL51	K51	High	aac(6')-Ib-cr.v2^	-	-	-	-	-	CatB4.v1	-	-	-	-	-	OXA-1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
46	GCA_001741545.1_ASM174154v1_genomic	ST16	CP012569.1	83730	IncFII(pKPX1)	KL51	K51	High	aac(6')-Ib;rmtF	-	-	-	-	-	-	arr-2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
46	GCA_001741545.1_ASM174154v1_genomic	ST16	CP012570.1	111236	IncFIB(pKPHS1)	KL51	K51	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
46	GCA_001741545.1_ASM174154v1_genomic	ST16	CP012571.1	126863	IncFII,IncR	KL51	K51	High	-	-	-	-	-	-	-	arr-3	sul1	-	-	dfrA1.v1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
46	GCA_001741545.1_ASM174154v1_genomic	ST16	CP012572.1	163420	IncFIB(K),IncFII	KL51	K51	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
47	GCA_001307175.1_ASM130717v1_genomic	ST14	CP012754.1	273628	IncFIB(Mar),IncHI1B	KL2	K2	Good	aadA2^;aph(3')-VI;armA	-	-	qnrB1.v2^	-	mphE.v2^;msrE	-	-	sul1	-	-	dfrA12	-	-	-	-	NDM-1	-	-	-	-	-	-	-	-	-	-	-	-	-
47	GCA_001307175.1_ASM130717v1_genomic	ST14	CP012755.1	6141	ColKP3	KL2	K2	Good	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-232	-	-	-	-	-	-	-	-	-	-	-	-	-
48	GCA_000465975.2_ASM46597v2_genomic	ST29	CP012884.1	194742	IncFIB(K),IncFII	KL54	K54	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
49	GCA_001456055.3_ASM145605v3_genomic	ST278	CP012988.3	190072	FIA(pBK30683),IncFII	KL136	unknown (KL136)	Very high	strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	-	-	sul2	tet(A).v1	-	dfrA14.v1^	TEM-1D.v1^	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
49	GCA_001456055.3_ASM145605v3_genomic	ST278	CP012989.1	134064	IncFIB(K)	KL136	unknown (KL136)	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
49	GCA_001456055.3_ASM145605v3_genomic	ST278	CP012990.1	46161	IncX3	KL136	unknown (KL136)	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	NDM-7	-	-	-	-	-	-	-	-	-	-	-	-	-
49	GCA_001456055.3_ASM145605v3_genomic	ST278	CP012991.1	3223	Col440II,ColRNAI	KL136	unknown (KL136)	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
50	GCA_001456095.3_ASM145609v3_genomic	ST278	CP012993.2	190072	FIA(pBK30683),IncFII	KL136	unknown (KL136)	Very high	strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	-	-	sul2	tet(A).v1	-	dfrA14.v1^	TEM-1D.v1^	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
50	GCA_001456095.3_ASM145609v3_genomic	ST278	CP012994.1	107110	IncFIB(K)	KL136	unknown (KL136)	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
50	GCA_001456095.3_ASM145609v3_genomic	ST278	CP012995.1	41072	IncX3	KL136	unknown (KL136)	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
51	GCA_001456135.1_ASM145613v1_genomic	ST941	CP013321.1	3741	-	KL25	K25	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
51	GCA_001456135.1_ASM145613v1_genomic	ST941	CP013323.1	257944	IncFIB(K),IncFII	KL25	K25	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
51	GCA_001456135.1_ASM145613v1_genomic	ST941	CP013324.1	166486	IncA/C2	KL25	K25	High	aac(6')-Ib'.v2^;aadA*;ant(2'')-Ia	-	-	qnrA1	-	-	-	-	sul1;sul1	-	-	-	OXA-9.v1;TEM-1D.v1^	-	SHV-7^	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
51	GCA_001456135.1_ASM145613v1_genomic	ST941	CP013325.1	49565	repA	KL25	K25	High	-	-	-	-	-	-	-	-	-	-	-	-	TEM-1D.v1^	-	-	-	KPC-2	-	-	-	-	-	-	-	-	-	-	-	-	-
51	GCA_001456135.1_ASM145613v1_genomic	ST941	CP013326.1	77808	IncFII(Yp)	KL25	K25	High	aac(6')-Ib'.v2^;aadA*	-	-	-	-	-	-	-	-	-	-	-	OXA-9.v1;TEM-1D.v1^	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
52	GCA_001482345.1_ASM148234v1_genomic	ST111	CP013712.1	74973	-	KL113	unknown (KL113)	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
52	GCA_001482345.1_ASM148234v1_genomic	ST111	CP013713.1	53400	IncFIB(K),IncHI1B	KL113	unknown (KL113)	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
53	GCA_001521895.1_ASM152189v1_genomic	ST14	CP014005.1	101030	IncFII	KL2	K2	Good	aadA2^	-	-	-	-	-	-	-	-	-	-	dfrA12	-	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
53	GCA_001521895.1_ASM152189v1_genomic	ST14	CP014006.1	46161	IncX3	KL2	K2	Good	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	NDM-5	-	-	-	-	-	-	-	-	-	-	-	-	-
54	GCA_001530015.1_ASM153001v1_genomic	ST374	CP014009.1	224263	IncFIB(K),IncHI1B	KL2	K2	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1*	1	1	1	1	4	1	1	2	2	2	rmpA2_5-54%
55	GCA_001529935.1_ASM152993v1_genomic	ST23	CP014011.1	228907	IncFIB(K),IncHI1B	KL1	K1	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	4	1	1	2	3	2	rmpA2_5-54%
56	GCA_002951635.1_ASM295163v1_genomic	ST13	CP014121.1	200203	IncFIB(K),IncFII	KL3	K3	Very high	-	-	-	-	-	-	-	-	-	tet(D)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
56	GCA_002951635.1_ASM295163v1_genomic	ST13	CP014122.1	25882	ColRNAI,ColRNAI	KL3	K3	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
56	GCA_002951635.1_ASM295163v1_genomic	ST13	CP014124.1	38302	IncR	KL3	K3	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
56	GCA_002951635.1_ASM295163v1_genomic	ST13	CP014125.1	21714	-	KL3	K3	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
57	GCA_002009075.1_ASM200907v1_genomic	ST11	CP014295.1	137267	IncA/C2	unknown (KL105)	unknown (KL105)	None	-	-	-	-	-	-	-	-	sul2	tet(D)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
57	GCA_002009075.1_ASM200907v1_genomic	ST11	CP014296.1	76205	-	unknown (KL105)	unknown (KL105)	None	-	-	-	-	-	mphA	-	arr-3	sul1*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
57	GCA_002009075.1_ASM200907v1_genomic	ST11	CP014297.1	90274	IncFIB(pB171),IncFII(Yp)	unknown (KL105)	unknown (KL105)	None	aac(6')-Ib-cr.v2;rmtC	-	-	-	-	mphA	catB3.v2	arr-3	sul1*;sul1*	-	-	-	OXA-1	-	-	-	NDM-1	-	-	-	-	-	-	-	-	-	-	-	-	-
